nama,jenis,provinsi,lat,lon,pm25_wilayah,kategori_wilayah,tanggal_besok,pm25_ramal_besok,kategori_besok,tanggal_lusa,pm25_ramal_lusa,kategori_lusa,api_5km,api_searah_angin,pm25_hulu_60km,tingkat_siaga,alasan
Lembah Hijau Dua,village,KALIMANTAN BARAT,-1.6,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,74.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Semayok Baru,village,KALIMANTAN BARAT,-1.7,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Tayap,village,KALIMANTAN BARAT,-1.5,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,74.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pemuatan Jaya,village,KALIMANTAN BARAT,-1.9,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Segar Wangi,village,KALIMANTAN BARAT,-1.9,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sengkaharak,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Serengkah,village,KALIMANTAN BARAT,-1.8,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Beringin Jaya,village,KALIMANTAN BARAT,-1.7,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Siantau Raya,village,KALIMANTAN BARAT,-1.6,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Melayu Baru,village,KALIMANTAN BARAT,-1.8,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Kelik,village,KALIMANTAN BARAT,-1.6,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,41.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suka Mulya,village,KALIMANTAN BARAT,-1.8,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Lalang Panjang,village,KALIMANTAN BARAT,-1.8,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Belaban Tujuh,village,KALIMANTAN BARAT,-1.8,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Tajam,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Piansak,village,KALIMANTAN BARAT,-1.7,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Titi,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kalimas Baru,village,KALIMANTAN BARAT,-1.8,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Nanga Kelampai,village,KALIMANTAN BARAT,-1.9,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Melayu Jaya,village,KALIMANTAN BARAT,-1.8,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karya Mukti,village,KALIMANTAN BARAT,-1.7,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Natai Panjang,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mahawa,village,KALIMANTAN BARAT,-1.9,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Lembah Hijau Satu,village,KALIMANTAN BARAT,-1.6,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,74.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jairan Jaya,village,KALIMANTAN BARAT,-1.8,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kesuma Jaya,village,KALIMANTAN BARAT,-1.9,110.8,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Petebang Jaya,village,KALIMANTAN BARAT,-1.9,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tajok Kayong,village,KALIMANTAN BARAT,-1.6,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kayong Hulu,village,KALIMANTAN BARAT,-1.6,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,74.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sidahari,village,KALIMANTAN BARAT,-1.9,110.8,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Beransak,village,KALIMANTAN BARAT,-1.8,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Beringin Rayo,village,KALIMANTAN BARAT,-1.7,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Air Dua,village,KALIMANTAN BARAT,-1.9,110.8,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Limpang,village,KALIMANTAN BARAT,-1.9,110.8,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pasir Mayang,village,KALIMANTAN BARAT,-1.9,110.8,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Titi Baru,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam Danau Kanan,village,KALIMANTAN BARAT,-1.9,110.8,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Aur Gading,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Beulang,village,KALIMANTAN BARAT,-1.7,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Serengkah Kanan,village,KALIMANTAN BARAT,-1.8,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suka Damai,village,KALIMANTAN BARAT,-1.8,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jelayan,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanjung Maloi,village,KALIMANTAN BARAT,-1.8,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Muara Semayok,village,KALIMANTAN BARAT,-1.7,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kerta Baru,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Usaha Baru,village,KALIMANTAN BARAT,-1.7,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pateh Benteng,village,KALIMANTAN BARAT,-1.6,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepakat Jaya,village,KALIMANTAN BARAT,-1.6,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kayung Tuhe,village,KALIMANTAN BARAT,-1.6,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,74.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Muara Gerunggang,village,KALIMANTAN BARAT,-1.6,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Mas,village,KALIMANTAN BARAT,-1.7,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Simpang Tiga Sembelangaan,village,KALIMANTAN BARAT,-1.5,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,41.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kayong Utara,village,KALIMANTAN BARAT,-1.5,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,74.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Cegolak,village,KALIMANTAN BARAT,-1.7,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Melayu,village,KALIMANTAN BARAT,-1.8,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mekar Jaya,village,KALIMANTAN BARAT,-1.7,110.4,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,38.9,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rangga Intan,village,KALIMANTAN BARAT,-1.9,110.8,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepuring Indah,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Jungkal,village,KALIMANTAN BARAT,-1.9,110.5,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pengatapan Raya,village,KALIMANTAN BARAT,-1.8,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kekura,hamlet,KALIMANTAN BARAT,-1.9,110.7,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pengancing,hamlet,KALIMANTAN BARAT,-1.9,110.6,41.2,sedang,2026-09-12,58.6,tidak sehat,2026-09-13,64.5,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam,village,KALIMANTAN TENGAH,-1.9,111.9,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,38.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Panyumpa,village,KALIMANTAN TENGAH,-1.8,112.0,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rantau Pulut,village,KALIMANTAN TENGAH,-1.9,112.1,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pangke,village,KALIMANTAN TENGAH,-1.7,112.0,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Durian Tunggal,village,KALIMANTAN TENGAH,-1.9,112.2,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Panahan,village,KALIMANTAN TENGAH,-1.9,111.9,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,38.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Saluang,village,KALIMANTAN TENGAH,-1.6,112.3,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,42.1,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Payang,village,KALIMANTAN TENGAH,-1.8,112.3,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Lunuk Bagantung,village,KALIMANTAN TENGAH,-1.7,112.3,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tewai Hara,village,KALIMANTAN TENGAH,-1.8,112.3,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Tawan,village,KALIMANTAN TENGAH,-1.6,112.3,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Kania,village,KALIMANTAN TENGAH,-1.8,112.3,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,64.3,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mojang Baru,village,KALIMANTAN TENGAH,-1.5,112.0,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,42.1,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rantau Suang,village,KALIMANTAN TENGAH,-1.5,112.3,39.9,sedang,2026-09-12,58.0,tidak sehat,2026-09-13,57.7,tidak sehat,0,0,42.1,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Selimantan Jaya,village,KALIMANTAN BARAT,-2.3,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suka Mulia,village,KALIMANTAN BARAT,-2.3,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batang Belian,hamlet,KALIMANTAN BARAT,-2.3,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suka Karya,village,KALIMANTAN BARAT,-2.1,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Banda Sari,village,KALIMANTAN BARAT,-2.3,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sukaharja,village,KALIMANTAN BARAT,-2.3,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Randai,village,KALIMANTAN BARAT,-2.1,110.5,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suka Damai,village,KALIMANTAN BARAT,-2.4,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suka Ria,village,KALIMANTAN BARAT,-2.3,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Muntai,village,KALIMANTAN BARAT,-2.4,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Air Upas,village,KALIMANTAN BARAT,-2.3,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sukaraja,village,KALIMANTAN BARAT,-2.3,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bukit Kelambing,village,KALIMANTAN BARAT,-2.4,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pangkalan Batu,village,KALIMANTAN BARAT,-2.2,110.4,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,36.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Gahang,village,KALIMANTAN BARAT,-2.3,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suka Harapan,village,KALIMANTAN BARAT,-2.3,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Runjai Jaya,village,KALIMANTAN BARAT,-2.1,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanggerang,village,KALIMANTAN BARAT,-2.0,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sari Bekayas,village,KALIMANTAN BARAT,-2.3,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Suka Sari,village,KALIMANTAN BARAT,-2.4,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Belaban,village,KALIMANTAN BARAT,-2.1,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Mekar Jaya,village,KALIMANTAN BARAT,-2.3,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Teluk Runjai,village,KALIMANTAN BARAT,-2.0,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Riam Batu Gading,village,KALIMANTAN BARAT,-2.1,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Deranuk,village,KALIMANTAN BARAT,-2.0,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sepauhan Raya,village,KALIMANTAN BARAT,-2.0,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Perimping,hamlet,KALIMANTAN BARAT,-2.3,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Keling,hamlet,KALIMANTAN BARAT,-2.2,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bangun Sari,village,KALIMANTAN BARAT,-2.2,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Karya Baru,village,KALIMANTAN BARAT,-2.3,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pelanjau Jaya,village,KALIMANTAN BARAT,-2.3,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Rangkung,village,KALIMANTAN BARAT,-2.2,110.5,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Sungai Jelayan,village,KALIMANTAN BARAT,-2.2,110.5,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Kedondong,village,KALIMANTAN BARAT,-2.3,110.4,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,36.8,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Pangkalan Paket,village,KALIMANTAN BARAT,-2.0,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Bantan Sari,village,KALIMANTAN BARAT,-2.2,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Perigi,village,KALIMANTAN BARAT,-2.0,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Batu Payung Dua,village,KALIMANTAN BARAT,-2.1,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,65.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tanah Hitam,village,KALIMANTAN BARAT,-2.4,110.7,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Perendaman,hamlet,KALIMANTAN BARAT,-2.3,110.8,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
SP6 Sukaraja,hamlet,KALIMANTAN BARAT,-2.3,110.6,38.9,sedang,2026-09-12,57.3,tidak sehat,2026-09-13,58.7,tidak sehat,0,0,43.6,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Tohan,village,KALIMANTAN TENGAH,-0.1,113.6,38.9,sedang,2026-09-12,103.3,tidak sehat,2026-09-13,95.4,tidak sehat,0,0,64.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
Tumbang Naan,village,KALIMANTAN TENGAH,-0.2,113.8,38.9,sedang,2026-09-12,103.3,tidak sehat,2026-09-13,95.4,tidak sehat,0,0,64.2,SIAGA,diperkirakan besok tidak sehat; dan masih buruk lusa
