nama,jenis,lat,lon,provinsi
Tri Martani,village,-3.62929,115.67165,KALIMANTAN SELATAN
Sindang Jaya,village,-3.22798,114.81247,KALIMANTAN SELATAN
Bajayau,village,-2.69411,115.01504,KALIMANTAN SELATAN
Teluk Baru,village,-2.43803,115.2317,KALIMANTAN SELATAN
Petuk Bukit,village,-1.85598,113.72718,KALIMANTAN TENGAH
Sei Jangkit,village,-3.10638,114.34649,KALIMANTAN TENGAH
Barambai Kolam Kanan,village,-2.99093,114.70708,KALIMANTAN SELATAN
Bandar Agung,village,-1.91783,112.85762,KALIMANTAN TENGAH
Sumber Baru,village,-3.72779,115.56102,KALIMANTAN SELATAN
Kertak Empat,village,-3.28661,115.08384,KALIMANTAN SELATAN
Lenggang,village,-1.73446,115.14952,KALIMANTAN TENGAH
Tapus,village,-2.49066,115.23464,KALIMANTAN SELATAN
Wasah Hulu,village,-2.79246,115.23124,KALIMANTAN SELATAN
Telaga Purun,village,-2.37693,115.53735,KALIMANTAN SELATAN
Batu Ampar,village,-2.94544,115.30227,KALIMANTAN SELATAN
Manduin,village,-2.22479,115.32742,KALIMANTAN SELATAN
Banua Hanyar,village,-2.40225,115.43099,KALIMANTAN SELATAN
Pembantanan,village,-3.29572,114.69441,KALIMANTAN SELATAN
Sungai Gampa,village,-3.06073,114.71421,KALIMANTAN SELATAN
Pugaan,village,-2.33576,115.31305,KALIMANTAN SELATAN
Kasarangan,village,-2.61978,115.29369,KALIMANTAN SELATAN
Merah,village,-1.74239,112.75491,KALIMANTAN TENGAH
Hakim Makmur,village,-3.34024,115.25092,KALIMANTAN SELATAN
Bukit Liti,village,-1.98111,113.94952,KALIMANTAN TENGAH
Pauh,village,-2.50108,115.48739,KALIMANTAN SELATAN
Jilatan Alur,village,-3.96215,114.88006,KALIMANTAN SELATAN
Sungai Batung,village,-2.34815,115.58233,KALIMANTAN SELATAN
Anjir Pasar Kota,village,-3.1497,114.50226,KALIMANTAN SELATAN
Hayaping,village,-1.97757,115.23697,KALIMANTAN TENGAH
Pematang,village,-2.44116,115.51723,KALIMANTAN SELATAN
Rantau Jaya,village,-2.54025,114.5377,KALIMANTAN TENGAH
Panyaungan,village,-2.37829,115.29792,KALIMANTAN SELATAN
Teluk Telaga,village,-1.79691,114.7901,KALIMANTAN TENGAH
Pasting,village,-2.67934,115.43338,KALIMANTAN SELATAN
Loktabat Utara,village,-3.42902,114.80029,KALIMANTAN SELATAN
Tumbang Tawan,village,-1.63049,112.27805,KALIMANTAN TENGAH
Sungai Salai,village,-2.92274,114.86446,KALIMANTAN SELATAN
Setia Mulia,village,-3.03577,113.26773,KALIMANTAN TENGAH
Kertak Hanyar I,village,-3.35642,114.62932,KALIMANTAN SELATAN
Anjir Seberang Pasar,village,-3.13357,114.48518,KALIMANTAN SELATAN
Bipak Kali,village,-1.56534,115.15776,KALIMANTAN TENGAH
Catur Karya,village,-2.05223,115.51115,KALIMANTAN SELATAN
Tanggul Rejo,village,-3.41996,114.39977,KALIMANTAN SELATAN
Murung Kupang,village,-2.53721,115.13549,KALIMANTAN SELATAN
Banua Rantau,village,-2.54872,115.4241,KALIMANTAN SELATAN
Muara Kuaro,village,-1.63028,115.80532,KALIMANTAN TIMUR
Kepayang,village,-2.93712,115.09664,KALIMANTAN SELATAN
Serdangan,village,-3.50112,115.86437,KALIMANTAN SELATAN
Padang Basar,village,-2.39533,115.26967,KALIMANTAN SELATAN
Kalahien,village,-1.64566,114.80779,KALIMANTAN TENGAH
Hatungun,village,-3.14451,115.16529,KALIMANTAN SELATAN
Baamang Hulu,village,-2.5059,112.97957,KALIMANTAN TENGAH
Banyu Tajun,village,-2.22282,115.31177,KALIMANTAN SELATAN
Murung Kenanga,village,-3.40425,114.85389,KALIMANTAN SELATAN
Pembakulan,village,-2.52584,115.5706,KALIMANTAN SELATAN
Pemangkih Darat,village,-3.43332,114.59343,KALIMANTAN SELATAN
Terawan,village,-2.58385,112.3905,KALIMANTAN TENGAH
Bati Bati,village,-3.60775,114.70275,KALIMANTAN SELATAN
Terantang,village,-2.40438,113.05618,KALIMANTAN TENGAH
Buas Buas Hilir,village,-2.76661,114.93644,KALIMANTAN SELATAN
Dandang,village,-3.15248,114.13015,KALIMANTAN TENGAH
Lasung,village,-3.51012,115.80899,KALIMANTAN SELATAN
Rantau Bakula,village,-3.18202,115.26824,KALIMANTAN SELATAN
Kaludan Besar,village,-2.42032,115.29358,KALIMANTAN SELATAN
Teluk Sarikat,village,-2.40274,115.30765,KALIMANTAN SELATAN
Palangka,village,-2.20282,113.90748,KALIMANTAN TENGAH
Warna Sari,village,-3.18332,114.37643,KALIMANTAN TENGAH
Antar Jaya,village,-2.86298,114.67986,KALIMANTAN SELATAN
Dwi Marga Utama,village,-3.67997,115.70076,KALIMANTAN SELATAN
Tajepan,village,-2.8211,114.55025,KALIMANTAN TENGAH
Jaruju Laut,village,-3.40994,114.60152,KALIMANTAN SELATAN
Bentot,village,-2.05867,115.32834,KALIMANTAN TENGAH
Mawar Sari,village,-2.49197,115.28371,KALIMANTAN SELATAN
Tambak Padi,village,-3.51803,114.64785,KALIMANTAN SELATAN
Tumbang Lawang,village,-1.64469,113.245,KALIMANTAN TENGAH
Bariang,village,-2.78309,115.24596,KALIMANTAN SELATAN
Panyipatan,village,-3.96057,114.71245,KALIMANTAN SELATAN
Murung Ilung,village,-2.32251,115.49193,KALIMANTAN SELATAN
Marampiau,village,-2.86757,114.98105,KALIMANTAN SELATAN
Luk Bayur,village,-2.21685,115.35729,KALIMANTAN SELATAN
Pamurus,village,-2.34629,115.55111,KALIMANTAN SELATAN
Sungai Raya,village,-3.292,115.05496,KALIMANTAN SELATAN
Bantuil,village,-3.01792,114.77501,KALIMANTAN SELATAN
Banua Lawas,village,-2.32074,115.278,KALIMANTAN SELATAN
Bumi Makmur,village,-1.93647,115.45624,KALIMANTAN SELATAN
Pantai Harapan,village,-2.02467,113.08159,KALIMANTAN TENGAH
Sungai Alat,village,-3.36937,114.89459,KALIMANTAN SELATAN
Hambuku Pasar,village,-2.49309,115.18417,KALIMANTAN SELATAN
Durian Rabung,village,-2.82496,115.298,KALIMANTAN SELATAN
Asam Jaya,village,-3.96465,115.03134,KALIMANTAN SELATAN
Kusambi Hilir,village,-2.32691,115.40129,KALIMANTAN SELATAN
Banua Halat Kanan,village,-2.91145,115.154,KALIMANTAN SELATAN
Jaar,village,-2.14295,115.20338,KALIMANTAN TENGAH
Riwa,village,-2.4141,115.43008,KALIMANTAN SELATAN
Berangas,village,-3.25986,114.56828,KALIMANTAN SELATAN
Muara Baruh,village,-2.37133,115.29887,KALIMANTAN SELATAN
Handil Purai,village,-3.5151,114.59359,KALIMANTAN SELATAN
Teluk Betung,village,-2.01471,114.88664,KALIMANTAN TENGAH
Panggang Marak,village,-2.67571,115.29172,KALIMANTAN SELATAN
Pahirangan,village,-2.06212,112.59328,KALIMANTAN TENGAH
Melayu Tengah,village,-3.38508,114.83982,KALIMANTAN SELATAN
Tangkahen,village,-1.55978,113.89956,KALIMANTAN TENGAH
Murung Raya,village,-2.62591,115.1215,KALIMANTAN SELATAN
Karang Taruna,village,-3.81159,114.7603,KALIMANTAN SELATAN
Lok Hamawang,village,-2.33002,115.38896,KALIMANTAN SELATAN
Karang Dukuh,village,-3.14544,114.63758,KALIMANTAN SELATAN
Balawa,village,-2.04637,115.05142,KALIMANTAN TENGAH
Wirang,village,-2.00292,115.59023,KALIMANTAN SELATAN
Warga Mulya,village,-2.62559,114.50831,KALIMANTAN TENGAH
Koanda,village,-3.33563,114.44974,KALIMANTAN SELATAN
Banyu Tajun Hulu,village,-2.48419,115.23491,KALIMANTAN SELATAN
Kambat Selatan,village,-2.54864,115.34381,KALIMANTAN SELATAN
Jingah Babaris,village,-2.90999,115.1499,KALIMANTAN SELATAN
Tumbang Panggo,village,-2.02379,113.40874,KALIMANTAN TENGAH
Sumber Jaya,village,-3.82827,115.32626,KALIMANTAN SELATAN
Ambutun,village,-2.76135,115.32325,KALIMANTAN SELATAN
Tabing Rimbah,village,-3.18555,114.65827,KALIMANTAN SELATAN
Nateh,village,-2.51895,115.5508,KALIMANTAN SELATAN
Malintang Baru,village,-3.42189,114.64264,KALIMANTAN SELATAN
Tanjung Rangas,village,-3.19156,112.36456,KALIMANTAN TENGAH
Banua Binjai,village,-2.57576,115.37771,KALIMANTAN SELATAN
Sambangan,village,-3.5255,114.76464,KALIMANTAN SELATAN
Pelangsian,village,-2.62181,112.97249,KALIMANTAN TENGAH
Banua Padang,village,-2.97003,115.14644,KALIMANTAN SELATAN
Waringin Tunggal,village,-3.47107,115.69852,KALIMANTAN SELATAN
Bajawit,village,-2.41711,115.19732,KALIMANTAN SELATAN
Bata,village,-2.24128,115.60682,KALIMANTAN SELATAN
Rantau Bamban,village,-2.74041,114.67982,KALIMANTAN TENGAH
Simpur,village,-2.29435,112.81081,KALIMANTAN TENGAH
Beringin,village,-3.61626,115.8917,KALIMANTAN SELATAN
Pemangkih Tengah,village,-3.39568,114.59684,KALIMANTAN SELATAN
Buntoi,village,-2.81267,114.2001,KALIMANTAN TENGAH
Pematang Benteng Hilir,village,-2.44573,115.19735,KALIMANTAN SELATAN
Pulantan,village,-3.46627,114.51905,KALIMANTAN SELATAN
Hampalit,village,-1.89097,113.29399,KALIMANTAN TENGAH
Tabihi,village,-2.78143,115.2831,KALIMANTAN SELATAN
Maluka Baulin,village,-3.68616,114.65106,KALIMANTAN SELATAN
Sungai Raya Selatan,village,-2.83914,115.2496,KALIMANTAN SELATAN
Papuyu I Sei Pasaman,village,-3.28785,114.04844,KALIMANTAN TENGAH
Maju Mulyo,village,-3.31833,115.82903,KALIMANTAN SELATAN
Sungkai,village,-3.21717,115.05493,KALIMANTAN SELATAN
Panggandingan,village,-2.62894,115.09983,KALIMANTAN SELATAN
Pawalutan,village,-2.49865,115.37837,KALIMANTAN SELATAN
Sumber Rahayu,village,-2.98668,114.52929,KALIMANTAN SELATAN
Suka Reja,village,-2.72193,114.66765,KALIMANTAN TENGAH
Kuin Besar,village,-3.38294,114.52837,KALIMANTAN SELATAN
Baruyan,village,-1.65792,115.15245,KALIMANTAN TENGAH
Tambalang,village,-2.47382,115.19215,KALIMANTAN SELATAN
Kapuh,village,-2.80646,115.23858,KALIMANTAN SELATAN
Juai,village,-2.25683,115.59718,KALIMANTAN SELATAN
Bataratat,village,-2.88602,115.21895,KALIMANTAN SELATAN
Harus,village,-2.24489,115.33424,KALIMANTAN SELATAN
Guha,village,-2.41858,115.45846,KALIMANTAN SELATAN
Simpang Tiga,village,-3.32494,114.99405,KALIMANTAN SELATAN
Kelampaian Ilir,village,-3.36309,114.86575,KALIMANTAN SELATAN
Pematang,village,-2.33934,115.29228,KALIMANTAN SELATAN
Makmur Merata,village,-2.41214,114.83124,KALIMANTAN TENGAH
Pantai Hambawang Barat,village,-2.64555,115.32923,KALIMANTAN SELATAN
Luwuk Sampun,village,-1.73401,112.75888,KALIMANTAN TENGAH
Garagata,village,-1.80857,115.65357,KALIMANTAN SELATAN
Tanah Intan,village,-3.32367,115.02968,KALIMANTAN SELATAN
Balukon,village,-1.92525,113.96141,KALIMANTAN TENGAH
Pandak Daun,village,-2.60556,115.09779,KALIMANTAN SELATAN
Ambungan,village,-3.74796,114.76352,KALIMANTAN SELATAN
Bangkal,village,-2.25559,115.61584,KALIMANTAN SELATAN
Danau Karya,village,-3.09569,114.542,KALIMANTAN SELATAN
Tambak Bajai,village,-2.48211,114.737,KALIMANTAN TENGAH
Bihara,village,-2.44318,115.54002,KALIMANTAN SELATAN
Karang Mekar,village,-3.28141,114.42274,KALIMANTAN SELATAN
Panangkalaan Hulu,village,-2.39218,115.27025,KALIMANTAN SELATAN
Jelapat,village,-1.74078,114.83019,KALIMANTAN TENGAH
Juhu,village,-2.70309,115.67411,KALIMANTAN SELATAN
Gunung Makmur,village,-1.65127,112.69392,KALIMANTAN TENGAH
Tumbang Kania,village,-1.78849,112.26855,KALIMANTAN TENGAH
Lawang Uru,village,-1.78116,113.9135,KALIMANTAN TENGAH
Melayu Ulu,village,-3.39159,114.84338,KALIMANTAN SELATAN
Pakuan Timur,village,-2.72268,115.31185,KALIMANTAN SELATAN
Jejangkit Pasar,village,-3.1779,114.77039,KALIMANTAN SELATAN
Pulau Patai,village,-2.15462,115.10755,KALIMANTAN TENGAH
Garunggung,village,-2.06811,115.44017,KALIMANTAN SELATAN
Petak Puti,village,-1.92783,114.49429,KALIMANTAN TENGAH
Tamban Kecil,village,-3.33514,114.53177,KALIMANTAN SELATAN
Tampelas,village,-1.51111,113.91378,KALIMANTAN TENGAH
Babirik Hulu,village,-2.53542,115.142,KALIMANTAN SELATAN
Mahang Sungai Hanyar,village,-2.57904,115.32617,KALIMANTAN SELATAN
Sungai Besar,village,-3.44874,114.85334,KALIMANTAN SELATAN
Sebamban,village,-2.90836,112.98936,KALIMANTAN TENGAH
Antasari Hilir,village,-2.93637,115.12689,KALIMANTAN SELATAN
Telaga,village,-2.42042,113.32983,KALIMANTAN TENGAH
Darasan Binjai,village,-3.43075,115.69923,KALIMANTAN SELATAN
Harusan Telaga,village,-2.40952,115.21524,KALIMANTAN SELATAN
Telang Andrau,village,-1.60655,115.00186,KALIMANTAN TENGAH
Bagak,village,-3.15987,115.21031,KALIMANTAN SELATAN
Lupak Dalam,village,-3.28099,114.31178,KALIMANTAN TENGAH
Batuah,village,-2.9494,114.29977,KALIMANTAN TENGAH
Lok Batu,village,-2.1271,115.52137,KALIMANTAN SELATAN
Keramat,village,-3.38406,114.83582,KALIMANTAN SELATAN
Birayang Surapati,village,-2.54636,115.45117,KALIMANTAN SELATAN
Mandi Kapau Timur,village,-3.46874,114.95836,KALIMANTAN SELATAN
Kalibaru,village,-2.60738,115.45274,KALIMANTAN SELATAN
Handil Babirik,village,-3.53654,114.62963,KALIMANTAN SELATAN
Muara Komam,village,-1.68266,115.81742,KALIMANTAN TIMUR
Luwuk Ranggan,village,-2.25063,112.96626,KALIMANTAN TENGAH
Suato Baru,village,-3.06291,115.18813,KALIMANTAN SELATAN
Sumber Arum,village,-3.61021,115.50118,KALIMANTAN SELATAN
Paku,village,-3.18959,115.02612,KALIMANTAN SELATAN
Lok Bangkai,village,-2.41777,115.26849,KALIMANTAN SELATAN
Tambalangan,village,-2.41836,115.26195,KALIMANTAN SELATAN
Marang,village,-2.06181,113.79652,KALIMANTAN TENGAH
Sidorejo,village,-3.19876,114.40655,KALIMANTAN TENGAH
Antar Raya,village,-2.87906,114.69456,KALIMANTAN SELATAN
Purwodadi,village,-3.68393,115.57069,KALIMANTAN SELATAN
Dadahup,village,-2.65637,114.60101,KALIMANTAN TENGAH
Bincau Muara,village,-3.40886,114.87242,KALIMANTAN SELATAN
Maliku Baru,village,-2.97383,114.15864,KALIMANTAN TENGAH
Muara Tapus,village,-2.46083,115.22545,KALIMANTAN SELATAN
Jambu Raya,village,-3.50962,114.59645,KALIMANTAN SELATAN
Tumbang Tungku,village,-1.58611,113.23016,KALIMANTAN TENGAH
Lumpangi,village,-2.81362,115.41669,KALIMANTAN SELATAN
Langkai,village,-2.22829,113.92326,KALIMANTAN TENGAH
Sungai Rutas,village,-2.86051,115.02308,KALIMANTAN SELATAN
Gadabung,village,-3.16925,114.20004,KALIMANTAN TENGAH
Dukuh Rejo,village,-3.22789,115.79616,KALIMANTAN SELATAN
Tawahan,village,-2.35568,115.58091,KALIMANTAN SELATAN
Makmur Karya,village,-3.19698,114.86612,KALIMANTAN SELATAN
Mentaren,village,-3.08255,114.54338,KALIMANTAN SELATAN
Sungai Rukam I,village,-2.31186,115.29881,KALIMANTAN SELATAN
Guha,village,-2.61357,115.37539,KALIMANTAN SELATAN
Tehang,village,-2.16089,112.76376,KALIMANTAN TENGAH
Sungai Dua Laut,village,-3.69522,115.75309,KALIMANTAN SELATAN
Sungai Rangas Ulu,village,-3.33076,114.79374,KALIMANTAN SELATAN
Simpang Bingkuang,village,-1.88281,115.16165,KALIMANTAN TENGAH
Tumbang Boloi,village,-1.65479,112.61967,KALIMANTAN TENGAH
Nelayan,village,-2.45169,115.19487,KALIMANTAN SELATAN
Sungai Raya Utara,village,-2.82609,115.25292,KALIMANTAN SELATAN
Damit,village,-3.89851,114.9082,KALIMANTAN SELATAN
Lajar,village,-2.31018,115.38955,KALIMANTAN SELATAN
Waringin,village,-2.91063,115.1213,KALIMANTAN SELATAN
Karangan Putih,village,-2.24474,115.27715,KALIMANTAN SELATAN
Simpang Bumbuan,village,-2.43877,115.61827,KALIMANTAN SELATAN
Pematang Danau,village,-3.33235,114.92901,KALIMANTAN SELATAN
Tabalong Mati,village,-2.37394,115.26628,KALIMANTAN SELATAN
Malitin,village,-1.9016,114.91873,KALIMANTAN TENGAH
Mundar,village,-2.67097,115.30981,KALIMANTAN SELATAN
Tanah Haluan,village,-1.85045,112.44716,KALIMANTAN TENGAH
Sungai Bakung,village,-3.31052,114.63387,KALIMANTAN SELATAN
Pilang,village,-2.47729,114.19486,KALIMANTAN TENGAH
Longawang,village,-2.71212,115.32761,KALIMANTAN SELATAN
Bumi Jaya,village,-3.82679,114.79891,KALIMANTAN SELATAN
Mampari,village,-2.37538,115.4118,KALIMANTAN SELATAN
Murung Keramat,village,-3.13431,114.60808,KALIMANTAN SELATAN
Dorong,village,-2.09491,115.18779,KALIMANTAN TENGAH
Bungur,village,-2.42053,115.42878,KALIMANTAN SELATAN
Basuta Raya,village,-2.719,114.49391,KALIMANTAN TENGAH
Semangat Dalam,village,-3.2611,114.61715,KALIMANTAN SELATAN
Sungai Durait Hulu,village,-2.52184,115.17208,KALIMANTAN SELATAN
Bakapas,village,-2.54708,115.39983,KALIMANTAN SELATAN
Lumbu Raya,village,-2.92141,115.15472,KALIMANTAN SELATAN
Pagatan Hulu,village,-3.23731,113.31925,KALIMANTAN TENGAH
Gunung Mas,village,-3.89266,114.81891,KALIMANTAN SELATAN
Loksado,village,-2.79468,115.49602,KALIMANTAN SELATAN
Sungai Pitung,village,-3.21422,114.57944,KALIMANTAN SELATAN
Halong,village,-2.01487,115.50873,KALIMANTAN SELATAN
Sungai Jingah Besar,village,-3.36652,114.47646,KALIMANTAN SELATAN
Pelaihari,city,-3.80224,114.76787,KALIMANTAN SELATAN
Paliat,village,-2.27027,115.31024,KALIMANTAN SELATAN
Kaong,village,-2.08003,115.60137,KALIMANTAN SELATAN
Tanjung,town,-2.16529,115.38314,KALIMANTAN SELATAN
Tamiang Layang,town,-2.11726,115.16938,KALIMANTAN TENGAH
Pari-Pari,hamlet,-2.28276,115.29535,KALIMANTAN SELATAN
Sungai Wangi,hamlet,-2.30695,115.2771,KALIMANTAN SELATAN
Sungai Ulin,village,-3.455,114.86405,KALIMANTAN SELATAN
Mentaos,village,-3.43369,114.83927,KALIMANTAN SELATAN
Kemuning,village,-3.45412,114.83246,KALIMANTAN SELATAN
Guntung Paikat,village,-3.4504,114.83709,KALIMANTAN SELATAN
Guntung Manggis,village,-3.45134,114.77139,KALIMANTAN SELATAN
Landasan Ulin Barat,village,-3.43681,114.68805,KALIMANTAN SELATAN
Landasan Ulin Utara,village,-3.42858,114.72435,KALIMANTAN SELATAN
Syamsudin Noor,village,-3.426,114.75755,KALIMANTAN SELATAN
Barabai,town,-2.58544,115.38459,KALIMANTAN SELATAN
Kandangan,city,-2.78654,115.26587,KALIMANTAN SELATAN
Bakuta,hamlet,-2.42211,114.75945,KALIMANTAN TENGAH
Bambaler,hamlet,-1.73181,114.76324,KALIMANTAN TENGAH
Danau Ganting,hamlet,-1.74954,114.85387,KALIMANTAN TENGAH
Muara Pinungku,hamlet,-2.11067,114.93189,KALIMANTAN TENGAH
Muara Puning,hamlet,-2.09379,114.84931,KALIMANTAN TENGAH
Danau Sadar,village,-1.77266,114.82795,KALIMANTAN TENGAH
Pendang,village,-1.50773,114.87234,KALIMANTAN TENGAH
Komet,village,-3.44111,114.83757,KALIMANTAN SELATAN
Sekumpul,village,-3.43166,114.85775,KALIMANTAN SELATAN
Munggu Lahung,hamlet,-2.98982,115.42,KALIMANTAN SELATAN
Bagok,village,-2.21603,115.27389,KALIMANTAN TENGAH
Gudang Seng,village,-2.22,115.28794,KALIMANTAN TENGAH
Kandris,village,-2.17922,115.25052,KALIMANTAN TENGAH
Kuala Perak,hamlet,-2.34097,115.30568,KALIMANTAN SELATAN
Taniran,village,-2.19391,115.23269,KALIMANTAN TENGAH
Harara,village,-2.14381,115.12813,KALIMANTAN TENGAH
Siong,village,-2.09724,115.01128,KALIMANTAN TENGAH
Banjarbaru,city,-3.44305,114.83085,KALIMANTAN SELATAN
Belimbing Raya,village,-2.16141,115.39972,KALIMANTAN SELATAN
Kapar,village,-2.13572,115.39981,KALIMANTAN SELATAN
Kayu Gatah,hamlet,-2.34092,115.33312,KALIMANTAN SELATAN
Sekuan Makmur,village,-1.63496,115.709,KALIMANTAN TIMUR
Selerong,village,-1.6721,115.77789,KALIMANTAN TIMUR
Songka,village,-1.82884,115.88206,KALIMANTAN TIMUR
Kasongan,town,-1.9166,113.3805,KALIMANTAN TENGAH
Tabiku,village,-2.67394,112.43116,KALIMANTAN TENGAH
Pulang Pisau,town,-2.74617,114.26224,KALIMANTAN TENGAH
Tanuhi,hamlet,-2.79611,115.45184,KALIMANTAN SELATAN
Saka Batur,village,-2.96248,114.47017,KALIMANTAN TENGAH
Haratai,village,-2.77382,115.53645,KALIMANTAN SELATAN
Haratai 2,hamlet,-2.75966,115.54863,KALIMANTAN SELATAN
Kadayang,hamlet,-2.74667,115.55562,KALIMANTAN SELATAN
Kandihin,hamlet,-2.83726,115.38576,KALIMANTAN SELATAN
Menotoi,hamlet,-2.80848,115.4974,KALIMANTAN SELATAN
Muara Bubuhi,hamlet,-2.83086,115.37281,KALIMANTAN SELATAN
Muara Tanuhi,hamlet,-2.79807,115.45056,KALIMANTAN SELATAN
Kalo Apangan,hamlet,-2.79702,115.51396,KALIMANTAN SELATAN
Anjir Mambulau Barat,village,-3.04329,114.41714,KALIMANTAN TENGAH
Anjir Mambulau Tengah,village,-3.05994,114.42346,KALIMANTAN TENGAH
Anjir Mambulau Timur,village,-3.07166,114.43476,KALIMANTAN TENGAH
Barimba,village,-3.00558,114.41401,KALIMANTAN TENGAH
Basungkai,village,-2.95821,114.35613,KALIMANTAN TENGAH
Dahirang,village,-3.01085,114.40646,KALIMANTAN TENGAH
Hampatung,village,-3.01729,114.40246,KALIMANTAN TENGAH
Mambulau,village,-3.02485,114.39737,KALIMANTAN TENGAH
Murung Keramat,village,-3.02852,114.3809,KALIMANTAN TENGAH
Panamas,village,-3.02233,114.36197,KALIMANTAN TENGAH
Pangkalan Sari,village,-2.94482,114.36904,KALIMANTAN TENGAH
Pulau Mambulau,village,-3.03426,114.39336,KALIMANTAN TENGAH
Pulau Telo Baru,village,-2.98414,114.38364,KALIMANTAN TENGAH
Sei Pasah,village,-2.99744,114.42288,KALIMANTAN TENGAH
Selat Barat,village,-3.00086,114.38237,KALIMANTAN TENGAH
Selat Dalam,village,-3.00163,114.39369,KALIMANTAN TENGAH
Selat Hilir,village,-3.01423,114.38063,KALIMANTAN TENGAH
Selat Hulu,village,-2.99673,114.39681,KALIMANTAN TENGAH
Selat Tengah,village,-3.01346,114.39407,KALIMANTAN TENGAH
Selat Utara,village,-2.97032,114.41171,KALIMANTAN TENGAH
Danau Masura,village,-1.68952,114.78961,KALIMANTAN TENGAH
Mangkatir,village,-2.21478,114.90544,KALIMANTAN TENGAH
Palu Rejo,village,-1.62637,115.17739,KALIMANTAN TENGAH
Wayun,village,-1.6216,115.18655,KALIMANTAN TENGAH
Simpang Telo,hamlet,-1.95899,114.80953,KALIMANTAN TENGAH
Bantai Napu,village,-1.93729,115.19178,KALIMANTAN TENGAH
Betang Nalong,village,-2.05529,115.27908,KALIMANTAN TENGAH
Danau,village,-1.95401,115.25451,KALIMANTAN TENGAH
Gandrung,village,-1.86711,115.25776,KALIMANTAN TENGAH
Gumpa,village,-2.10269,115.2522,KALIMANTAN TENGAH
Janah Mansiwui,village,-1.93858,115.27671,KALIMANTAN TENGAH
Jango,village,-1.89778,115.34522,KALIMANTAN TENGAH
Kali Napu,village,-2.10896,114.932,KALIMANTAN TENGAH
Kandris,village,-2.00707,115.11834,KALIMANTAN TENGAH
Kupang Baru,village,-1.93812,115.11301,KALIMANTAN TENGAH
Lagan,village,-1.96604,115.13151,KALIMANTAN TENGAH
Lalap,village,-1.99837,115.32514,KALIMANTAN TENGAH
Luau Jawuk,village,-1.91039,115.12315,KALIMANTAN TENGAH
Malintut,village,-1.69708,115.19718,KALIMANTAN TENGAH
Mangkarap,village,-2.10431,115.20334,KALIMANTAN TENGAH
Maragut,village,-2.15726,115.25247,KALIMANTAN TENGAH
Matarah,village,-2.05782,115.25146,KALIMANTAN TENGAH
Muara Awang,village,-1.74155,115.26788,KALIMANTAN TENGAH
Muru Duyung,village,-1.81657,115.08193,KALIMANTAN TENGAH
Paku Beto,village,-1.94217,115.236,KALIMANTAN TENGAH
Pangkan,village,-1.87691,115.20445,KALIMANTAN TENGAH
Pianggu,village,-1.98214,115.28266,KALIMANTAN TENGAH
Putut Tawuluh,village,-1.95178,115.15561,KALIMANTAN TENGAH
Sibung,village,-1.73471,115.18452,KALIMANTAN TENGAH
Simpang Naneng,village,-1.99465,115.09272,KALIMANTAN TENGAH
Sumber Garunggung,village,-1.81606,115.20297,KALIMANTAN TENGAH
Sumber Rejo,village,-1.78665,115.03557,KALIMANTAN TENGAH
Sumur,village,-2.05569,115.13569,KALIMANTAN TENGAH
Tangkum,village,-1.72654,115.19337,KALIMANTAN TENGAH
Tarinsing,village,-1.90298,115.18027,KALIMANTAN TENGAH
Tumpung Ulung,village,-1.79601,115.1093,KALIMANTAN TENGAH
